Location (coordinates),Water body,Location Name,Date,Season,Observers,Start time,End time,"Transect location (RB, LB)",Canopy Cover (0 to 1 ratio),Temperature (°C),pH,Conductivity (mS/cm),Salinity,TDS g/L,DO %,DO mg/L,Riffle,Pool,Glide,Run,Cover (area) [m^2],# individuals,Aquatic plant species,"Emergent, submergent or floating?",Depth (m),Velocity (m/s),Substrate size (mm)
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,2,Nasturtium officinale,submergent,0.08,0.1619,5.6
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,5,Nasturtium officinale,submergent,0.06,0.1629,8
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,1,Nasturtium officinale,submergent,0.08,0.02,4
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,3,Scirpus microcarpus,emergent,0.14,0.0006,<2
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,3.8,51,Nasturtium officinale,emergent,0.08,-0.0008,<2
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,11.4,76,Scirpus microcarpus,emergent,0.14,0.2315,5.6
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,2,Scirpus microcarpus,emergent,0.12,0.0908,4
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,15.4,62,Scirpus microcarpus,emergent,0.14,0.0143,5.6
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,6.2,77,Scirpus microcarpus,emergent,0.1,0.0029,4
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,7.4,88,Scirpus microcarpus,emergent,0.12,0.2888,4
