location_coordinates,water_body,location_name,date,season,observers,start_time,end_time,transect_location_rb_lb,canopy_cover_0_to_1_ratio,temperature_c,p_h,conductivity_m_s_cm,salinity,tds_g_l,do_percent,do_mg_l,riffle,pool,glide,run,cover_area_m_2,number_individuals,aquatic_plant_species,emergent_submergent_or_floating,depth_m,velocity_m_s,substrate_size_mm,calc_stem_abundance_m2,final_abundance
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,11,Schoenoplectus pungens,emergent,0.53,0.0035,<2,0.99,0.99
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,0.1,NA,Lemna spp.,floating,0.53,0.0035,<2,NA,0.1
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,3,26,Schoenoplectus pungens,emergent,0.53,0.0092,16,2.34,2.34
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,9.8,83,Veronica anagallis-aquatica,emergent,0.6,0.0019,<2,7.47,7.47
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,4,Mentha aquatica,emergent,0.6,0.0262,11,0.36,0.36
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,7,32,Scirpus microcarpus,emergent,0.08,0.043,2.8,2.88,2.88
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,1,Nasturtium officinale,submergent,0.08,0.043,2.8,0.09,0.09
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,8.2,56,Scirpus microcarpus,emergent,0.1,0.3001,4,5.04,5.04
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,2,Nasturtium officinale,submergent,0.06,0.3383,5.6,0.18,0.18
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,4.6,32,Scirpus microcarpus,emergent,0.1,0.3408,2,2.88,2.88
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,5.6,45,Scirpus microcarpus,emergent,0.1,0.1556,4,4.05,4.05
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,5,24,Scirpus microcarpus,emergent,0.08,0.4158,8,2.16,2.16
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,6,Nasturtium officinale,emergent,0.08,0.1113,5.6,0.54,0.54
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,3,Nasturtium officinale,submergent,0.06,0.2686,5.6,0.27,0.27
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,2,Nasturtium officinale,submergent,0.08,0.1619,5.6,0.18,0.18
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,5,Nasturtium officinale,submergent,0.06,0.1629,8,0.44999999999999996,0.44999999999999996
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,1,Nasturtium officinale,submergent,0.08,0.02,4,0.09,0.09
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,3,Scirpus microcarpus,emergent,0.14,0.0006,<2,0.27,0.27
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,3.8,51,Nasturtium officinale,emergent,0.08,-0.0008,<2,4.59,4.59
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,11.4,76,Scirpus microcarpus,emergent,0.14,0.2315,5.6,6.84,6.84
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,NA,2,Scirpus microcarpus,emergent,0.12,0.0908,4,0.18,0.18
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,15.4,62,Scirpus microcarpus,emergent,0.14,0.0143,5.6,5.58,5.58
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,6.2,77,Scirpus microcarpus,emergent,0.1,0.0029,4,6.93,6.93
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27:00,13:42:00,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,7.4,88,Scirpus microcarpus,emergent,0.12,0.2888,4,7.92,7.92
